,Cycle,Branch,State,Pollster,Grade,Population,Clinton_adj_poll,Trump_adj_poll
361,2016,President,U.S.,ABC News/Washington Post,A+,lv,44.16802,44.26389
362,2016,President,North Carolina,SurveyUSA,A,lv,45.64097,44.90802
363,2016,President,Ohio,Ipsos,A-,lv,43.213390000000004,45.11589
364,2016,President,Virginia,Ipsos,A-,lv,46.30208,39.52454
365,2016,President,Alabama,Google Consumer Surveys,B,lv,25.34553,61.86456999999999
366,2016,President,Illinois,Ipsos,A-,lv,54.065090000000005,34.650690000000004
367,2016,President,Oregon,Google Consumer Surveys,B,lv,42.543620000000004,36.4229
368,2016,President,Iowa,Google Consumer Surveys,B,lv,42.49505,35.9778
369,2016,President,New Mexico,"Research & Polling, Inc.",A,lv,38.00177,34.16085
370,2016,President,U.S.,Public Religion Research Institute,,lv,46.669140000000006,39.7374
371,2016,President,Ohio,Monmouth University,A+,lv,43.72299,43.854440000000004
372,2016,President,Tennessee,Google Consumer Surveys,B,lv,36.31443,48.05425
373,2016,President,Idaho,Dan Jones & Associates,C+,lv,30.070320000000002,41.93176
374,2016,President,Georgia,Ipsos,A-,lv,41.37171,47.958259999999996
375,2016,President,North Carolina,Ipsos,A-,lv,46.357459999999996,44.08278
376,2016,President,Illinois,Global Strategy Group,C+,lv,50.46932,35.40455
377,2016,President,Nevada,Remington,,lv,43.41813,47.041000000000004
378,2016,President,Oregon,Hoffman Research Group,B-,lv,46.14342,36.09922
379,2016,President,Pennsylvania,Ipsos,A-,lv,46.58923,45.94577
380,2016,President,Washington,Strategies 360,B,lv,48.26598,34.14846
381,2016,President,U.S.,Marist College,A,lv,45.43067,41.63627
382,2016,President,Washington,Emerson College,B,lv,45.55153,39.0817
383,2016,President,Nebraska,Emerson College,B,lv,30.55593,56.2346
384,2016,President,South Carolina,Google Consumer Surveys,B,lv,36.86322,43.902809999999995
385,2016,President,Pennsylvania,Monmouth University,A+,lv,49.78267,41.73648
386,2016,President,Minnesota,Ipsos,A-,lv,38.433,37.509859999999996
387,2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,46.094809999999995,40.49783
388,2016,President,Connecticut,Google Consumer Surveys,B,lv,45.42277,37.66595
389,2016,President,Arizona,Ipsos,A-,lv,41.32328,42.258140000000004
390,2016,President,Kentucky,Google Consumer Surveys,B,lv,34.44392,47.18607
391,2016,President,Massachusetts,Ipsos,A-,lv,54.00289,27.22281
392,2016,President,Wisconsin,Loras College,B-,lv,44.64756,38.36953
393,2016,President,New Jersey,Stockton College,B,lv,46.72911,40.03904
394,2016,President,Colorado,Remington,,lv,44.40121,43.15017
395,2016,President,Wisconsin,Ipsos,A-,lv,44.91393,41.97566
396,2016,President,Florida,Remington,,lv,45.42139,46.01992
397,2016,President,Kansas,Google Consumer Surveys,B,lv,44.83762,36.688590000000005
398,2016,President,Ohio,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,39.94913,44.29715
399,2016,President,Minnesota,Gravis Marketing,B-,lv,43.604079999999996,42.459990000000005
400,2016,President,Colorado,Monmouth University,A+,lv,48.98617,39.96622
401,2016,President,North Carolina,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,42.80453,47.12421
402,2016,President,Washington,Ipsos,A-,lv,44.65795,37.81142
403,2016,President,Colorado,"Keating Research, Inc.",B,lv,44.88872,36.87723
404,2016,President,New Hampshire,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,46.1214,41.28188
405,2016,President,U.S.,ABC News/Washington Post,A+,lv,45.4138,44.20577
406,2016,President,U.S.,ABC News/Washington Post,A+,lv,45.125370000000004,44.51327
407,2016,President,Virginia,Christopher Newport University,B-,lv,46.0004,37.05336
408,2016,President,Arizona,Data Orbital,,lv,40.47432,42.92028
409,2016,President,New Hampshire,GBA Strategies,B,lv,44.43027,39.80312
410,2016,President,U.S.,NBC News/Wall Street Journal,A-,lv,45.53985,40.29195
411,2016,President,Arizona,MBQF,C+,lv,42.03263,44.46501
412,2016,President,Nevada,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,42.95681,45.30632
413,2016,President,Virginia,Remington,,lv,47.42861,42.97333
414,2016,President,Ohio,Anzalone Liszt Grove Research,C,lv,43.87707,44.921640000000004
415,2016,President,California,YouGov,B,lv,52.1788,34.95387
416,2016,President,Oregon,Ipsos,A-,lv,44.28069,38.318690000000004
417,2016,President,Colorado,Ipsos,A-,lv,42.60848,42.68517
418,2016,President,Delaware,University of Delaware,,lv,51.41431,32.241009999999996
419,2016,President,Tennessee,Ipsos,A-,lv,33.8555,43.43965
420,2016,President,Ohio,Remington,,lv,41.41924,46.03379
421,2016,President,Michigan,Ipsos,A-,lv,39.28171,36.65316
422,2016,President,Maryland,Ipsos,A-,lv,52.22186,34.1658
423,2016,President,Montana,Montana State University Billings,B+,a,30.02107,47.888329999999996
424,2016,President,Louisiana,Google Consumer Surveys,B,lv,33.5531,55.33328
425,2016,President,U.S.,CBS News/New York Times,A-,lv,46.18697,43.360820000000004
426,2016,President,Ohio,Selzer & Company,A+,lv,41.173,46.2409
427,2016,President,Wisconsin,Remington,,lv,45.40724,41.11124
428,2016,President,U.S.,Gravis Marketing,B-,rv,48.50693,49.68874
429,2016,President,Pennsylvania,Remington,,lv,44.430859999999996,41.95876
430,2016,President,North Carolina,Remington,,lv,43.440290000000005,46.897890000000004
431,2016,President,Tennessee,Middle Tennessee State University,B-,lv,37.9197,51.35151
432,2016,President,Indiana,Ipsos,A-,lv,36.246809999999996,52.903130000000004
433,2016,President,Oklahoma,Google Consumer Surveys,B,lv,32.23605,53.60847
434,2016,President,Nevada,Suffolk University,B+,lv,45.41734,40.66595
435,2016,President,Massachusetts,Western New England University,A-,lv,57.35578,29.44643
436,2016,President,U.S.,Fairleigh Dickinson University (PublicMind),A,lv,45.59717,38.44775
437,2016,President,Kentucky,Ipsos,A-,lv,36.081309999999995,56.93784
438,2016,President,Alabama,Ipsos,A-,lv,37.71748,52.161970000000004
439,2016,President,Alaska,Ivan Moore Research,C,rv,33.21241,40.0038
440,2016,President,Mississippi,Google Consumer Surveys,B,lv,30.79819,61.10508000000001
441,2016,President,New Mexico,Google Consumer Surveys,B,lv,43.527390000000004,37.79945
442,2016,President,U.S.,ABC News/Washington Post,A+,lv,46.07986,43.76442
443,2016,President,Utah,Google Consumer Surveys,B,a,29.205890000000004,33.264309999999995
444,2016,President,Missouri,Ipsos,A-,lv,39.84527,47.82725
445,2016,President,Nebraska,Google Consumer Surveys,B,lv,32.31883,47.334270000000004
446,2016,President,Louisiana,Ipsos,A-,lv,32.6978,53.409330000000004
447,2016,President,Massachusetts,YouGov,B,lv,49.37214,36.13156
448,2016,President,Connecticut,Ipsos,A-,lv,49.457840000000004,37.28587
449,2016,President,Michigan,EPIC-MRA,A-,lv,44.8398,35.45074
450,2016,President,U.S.,YouGov,B,rv,43.053259999999995,41.636179999999996
451,2016,President,Ohio,Gravis Marketing,B-,rv,43.80592,44.459740000000004
452,2016,President,Nevada,Google Consumer Surveys,B,lv,45.34118,39.11587
453,2016,President,Arkansas,Google Consumer Surveys,B,lv,36.444340000000004,41.8746
454,2016,President,Oklahoma,Ipsos,A-,lv,33.09718,52.06385
455,2016,President,Iowa,Ipsos,A-,lv,42.33075,42.29531
456,2016,President,U.S.,Morning Consult,,lv,43.2088,40.73125
457,2016,President,Florida,Gravis Marketing,B-,rv,46.07371,43.70263
458,2016,President,Maine CD-2,"Normington, Petts & Associates",C+,lv,41.56592,40.18884
459,2016,President,Pennsylvania,Rasmussen Reports/Pulse Opinion Research,C+,lv,47.24892,41.56562
460,2016,President,North Carolina,Rasmussen Reports/Pulse Opinion Research,C+,lv,46.25868,45.51527
461,2016,President,Florida,Rasmussen Reports/Pulse Opinion Research,C+,lv,43.23912,47.616209999999995
462,2016,President,Ohio,Rasmussen Reports/Pulse Opinion Research,C+,lv,41.2369,45.62769
463,2016,President,U.S.,ABC News/Washington Post,A+,lv,46.04037,41.98665
464,2016,President,South Carolina,Winthrop University,,lv,38.29468,43.76427
465,2016,President,Florida,University of North Florida,B+,lv,43.29416,42.17819
466,2016,President,Montana,Google Consumer Surveys,B,lv,32.08398,45.14161
467,2016,President,Maine,SurveyUSA,A,lv,43.26672,40.865590000000005
468,2016,President,North Carolina,Emerson College,B,lv,45.8127,42.50575
469,2016,President,Kansas,Ipsos,A-,lv,35.47916,51.49335
470,2016,President,Maryland,Goucher College,,lv,59.42524,27.73372
471,2016,President,Florida,Quinnipiac University,A-,lv,47.55545,42.390570000000004
472,2016,President,Minnesota,SurveyUSA,A,lv,46.78192,40.14496
473,2016,President,North Carolina,Elon University,B+,lv,45.71648,42.283229999999996
474,2016,President,Pennsylvania,Quinnipiac University,A-,lv,46.51798,42.31003
475,2016,President,Florida,CNN/Opinion Research Corp.,A-,lv,45.335,47.22797
476,2016,President,New Hampshire,MassINC Polling Group,A-,lv,43.39995,38.34218
477,2016,President,Pennsylvania,YouGov,B,lv,48.4819,41.66836
478,2016,President,Arkansas,Ipsos,A-,lv,32.30223,53.79911
479,2016,President,North Carolina,Siena College,A,lv,42.904720000000005,44.3013
480,2016,President,South Carolina,Ipsos,A-,lv,42.123979999999996,49.36246
481,2016,President,Ohio,Quinnipiac University,A-,lv,43.56395,48.40883
482,2016,President,Idaho,Google Consumer Surveys,B,lv,26.756790000000002,50.06158
483,2016,President,Kansas,Fort Hays State University,C-,lv,42.20001,48.8012
484,2016,President,Nevada,Emerson College,B,lv,43.537690000000005,43.65258
485,2016,President,Nevada,Ipsos,A-,lv,37.92707,40.26785
486,2016,President,U.S.,ABC News/Washington Post,A+,lv,47.02932,40.17988
487,2016,President,Utah,Rasmussen Reports/Pulse Opinion Research,C+,lv,28.284879999999998,32.23303
488,2016,President,Georgia,JMC Enterprises,C,lv,39.63735,46.24555
489,2016,President,North Carolina,Quinnipiac University,A-,lv,47.48069,44.22988
490,2016,President,Pennsylvania,Muhlenberg College,A,lv,43.07161,41.70831
491,2016,President,Florida,Suffolk University,B+,lv,45.83416,47.37077
492,2016,President,Georgia,Marist College,A,lv,42.41709,46.72553
493,2016,President,U.S.,icitizen,,rv,45.31808,42.056000000000004
494,2016,President,Georgia,Monmouth University,A+,lv,42.674609999999994,46.51036
495,2016,President,Iowa,Loras College,B-,lv,40.52428,41.85942
496,2016,President,North Carolina,Public Policy Polling,B+,lv,44.60185,43.46046
497,2016,President,New Hampshire,Monmouth University,A+,lv,48.24505,40.16068
498,2016,President,Pennsylvania,Harper Polling,B-,lv,46.33943,44.93927
499,2016,President,Ohio,Emerson College,B,lv,44.82365,43.69283
500,2016,President,Virginia,Emerson College,B,lv,45.81878,43.6096
501,2016,President,U.S.,Public Policy Polling,B+,lv,44.70179,41.63988
502,2016,President,Florida,Emerson College,B,lv,44.52805,45.62412
503,2016,President,West Virginia,Garin-Hart-Yang Research Group,B+,lv,28.265959999999996,60.45567
504,2016,President,U.S.,Emerson College,B,lv,42.854079999999996,43.73389
505,2016,President,Utah,Dan Jones & Associates,C+,lv,24.05376,31.451459999999997
506,2016,President,U.S.,Ipsos,A-,lv,41.78627,37.7717
507,2016,President,U.S.,ABC News/Washington Post,A+,lv,48.03178,38.353809999999996
508,2016,President,Florida,Monmouth University,A+,lv,46.87299,42.73302
509,2016,President,Nevada,Rasmussen Reports/Pulse Opinion Research,C+,lv,46.2459,43.96085
510,2016,President,Arizona,Marist College,A,lv,38.72857,43.117059999999995
511,2016,President,New Hampshire,American Research Group,C+,rv,48.20235,44.73172
512,2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,45.612590000000004,44.479079999999996
513,2016,President,Connecticut,Emerson College,B,lv,52.182970000000005,36.33534
514,2016,President,Pennsylvania,Franklin & Marshall College,B+,lv,47.7425,41.738009999999996
515,2016,President,Florida,Associated Industries of Florida,,lv,44.74062,45.25571
516,2016,President,New York,Siena College,A,lv,53.208890000000004,33.67383
517,2016,President,Texas,Emerson College,B,lv,37.94008,43.19119
518,2016,President,U.S.,"RKM Research and Communications, Inc.",B+,lv,46.9374,44.0338
519,2016,President,Iowa,Monmouth University,A+,lv,38.1489,47.0718
520,2016,President,Maine,Ipsos,A-,lv,43.21905,39.678740000000005
521,2016,President,Iowa,RABA Research,C+,lv,41.88816,43.90862
522,2016,President,Nebraska,Ipsos,A-,lv,33.02127,50.03713
523,2016,President,West Virginia,Google Consumer Surveys,B,lv,38.29835,50.06599
524,2016,President,U.S.,GfK Group,B+,lv,46.531859999999995,42.08804
525,2016,President,Maine CD-1,Maine People's Resource Center,C,lv,46.41251,38.676390000000005
526,2016,President,South Carolina,Trafalgar Group,C,lv,39.4603,53.07719
527,2016,President,Arkansas,Emerson College,B,lv,30.81015,57.70457
528,2016,President,Georgia,Emerson College,B,lv,40.61908,45.47157
529,2016,President,Maine CD-2,Maine People's Resource Center,C,lv,39.118759999999995,39.99672
530,2016,President,Georgia,Quinnipiac University,A-,lv,42.2229,48.12753
531,2016,President,Wisconsin,Marquette University,A,lv,42.88395,40.62005
532,2016,President,Michigan,Target Insyght,C,rv,48.06957,43.8236
533,2016,President,Kansas,Remington,,lv,39.09209,45.6206
534,2016,President,U.S.,Ipsos,A-,lv,42.57521,37.66494
535,2016,President,Florida,Siena College,A,lv,43.18574,43.64782
536,2016,President,U.S.,IBD/TIPP,A-,lv,46.247170000000004,43.82907
537,2016,President,U.S.,Quinnipiac University,A-,lv,46.1425,44.25965
538,2016,President,Maine,Maine People's Resource Center,C,lv,42.915459999999996,39.09138
539,2016,President,North Carolina,Meredith College,,rv,42.02749,40.59344
540,2016,President,New Jersey,Emerson College,B,lv,49.0623,44.17973
541,2016,President,Delaware,Google Consumer Surveys,B,lv,43.162620000000004,40.67073
542,2016,President,South Dakota,Google Consumer Surveys,B,lv,24.48609,49.1241
543,2016,President,Kansas,SurveyUSA,A,lv,36.97092,49.460370000000005
544,2016,President,Iowa,Public Policy Polling,B+,lv,44.176840000000006,42.8472
545,2016,President,New Hampshire,Marist College,A,lv,40.10232,40.586870000000005
546,2016,President,Colorado,Quinnipiac University,A-,lv,46.579840000000004,43.56071
547,2016,President,New Hampshire,Ipsos,A-,lv,41.65718,40.349059999999994
548,2016,President,Idaho,Ipsos,A-,lv,27.1255,53.429280000000006
549,2016,President,Colorado,Emerson College,B,lv,40.00219,42.938759999999995
550,2016,President,Iowa,Quinnipiac University,A-,lv,39.5792,45.55995
551,2016,President,Virginia,University of Mary Washington,,lv,43.24984,39.69017
552,2016,President,Michigan,"Glengariff Group, Inc.",B,lv,44.491009999999996,38.69494
553,2016,President,Virginia,Quinnipiac University,A-,lv,47.38807,40.32798
554,2016,President,Mississippi,Ipsos,A-,lv,31.98912,52.65133
555,2016,President,Pennsylvania,Mercyhurst University,,lv,44.92951,43.68616
556,2016,President,U.S.,IBD/TIPP,A-,lv,45.58977,41.99422
557,2016,President,Illinois,We Ask America,C,rv,53.47201999999999,35.76566
558,2016,President,South Carolina,Starboard Communications,,lv,37.620129999999996,49.84506
559,2016,President,Hawaii,Google Consumer Surveys,B,lv,50.16858,29.50095
560,2016,President,Wisconsin,Emerson College,B,lv,46.24374,38.95558
561,2016,President,Maine,Google Consumer Surveys,B,lv,46.455870000000004,32.430609999999994
562,2016,President,New Jersey,Rutgers University,B-,rv,51.986000000000004,34.558440000000004
563,2016,President,Colorado,Gravis Marketing,B-,rv,40.80699,41.85954
564,2016,President,California,Insights West,,lv,60.44633,33.62968
565,2016,President,North Dakota,DFM Research,B-,lv,33.712959999999995,47.11424
566,2016,President,Nevada,Bendixen & Amandi International,,lv,45.19931,46.581
567,2016,President,Florida,Global Strategy Group,C+,lv,46.37995,43.96337
568,2016,President,Missouri,Public Policy Polling,B+,lv,40.0872,46.820609999999995
569,2016,President,West Virginia,Ipsos,A-,lv,35.00297,56.76011999999999
570,2016,President,Washington,Insights West,,lv,41.60255,31.8183
571,2016,President,Vermont,Google Consumer Surveys,B,lv,62.06531,22.96262
572,2016,President,Nevada,Monmouth University,A+,lv,43.04716,45.9509
573,2016,President,Illinois,Emerson College,B,lv,46.141709999999996,39.1345
574,2016,President,New Mexico,Ipsos,A-,lv,43.11424,36.50404
575,2016,President,North Dakota,Google Consumer Surveys,B,lv,31.11988,53.9763
576,2016,President,U.S.,Ipsos,A-,lv,41.97768,39.138870000000004
577,2016,President,Nevada,Marist College,A,lv,41.682359999999996,45.05898
578,2016,President,Colorado,YouGov,B,lv,41.931490000000004,40.654720000000005
579,2016,President,Colorado,Franklin & Marshall College,B+,lv,42.837559999999996,38.00965
580,2016,President,Wyoming,Google Consumer Surveys,B,lv,31.62636,63.083130000000004
581,2016,President,Florida,JMC Enterprises,C,lv,44.1373,48.97255
582,2016,President,Vermont,Emerson College,B,lv,49.34533,27.54472
583,2016,President,Ohio,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,39.97191,43.827729999999995
584,2016,President,Pennsylvania,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,46.88793,40.72742
585,2016,President,Nevada,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,42.97998,44.83736
586,2016,President,North Carolina,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,44.8198,42.64606
587,2016,President,Alaska,Google Consumer Surveys,B,lv,34.2529,38.40547
588,2016,President,Virginia,Christopher Newport University,B-,lv,45.215,33.38382
589,2016,President,New Hampshire,Google Consumer Surveys,B,lv,41.70151,43.8962
590,2016,President,Pennsylvania,GBA Strategies,B,lv,47.80805,43.13855
591,2016,President,New York,Emerson College,B,lv,54.153369999999995,35.51072
592,2016,President,U.S.,IBD/TIPP,A-,lv,45.94712,41.2436
593,2016,President,Ohio,CNN/Opinion Research Corp.,A-,lv,42.3513,46.248020000000004
594,2016,President,Florida,Florida Atlantic University,C+,lv,49.65444,44.48428
595,2016,President,Maine,University of New Hampshire,B+,lv,42.23726,39.88603
596,2016,President,Florida,Opinion Savvy/InsiderAdvantage,C-,lv,46.30059,45.91316
597,2016,President,Arizona,Insights West,,lv,36.46532,40.6526
598,2016,President,Maine CD-2,SurveyUSA,A,lv,38.180209999999995,48.75685
599,2016,President,Texas,Texas Lyceum,,lv,34.882540000000006,42.86355
600,2016,President,West Virginia,Just Win Strategies,,rv,32.69416,60.968140000000005
